full_text,"sentimen (positif 1, netral 2, negatif3)",anies,ganjar,prabowo
@ganjarpranowo bismillah Ganjar Pranowo dan Mahfud MD jadi pemimpin indonesia,positif,0,1,0
"Jadi Sosok Sangat Dirindukan Warga Toraja, Ganjar Diberi Ukiran Istimewa . Pak Ganjar, Mantap Gus, Lisa, Hujan, Dingin, Mantap AMIN, Pecco, WHO IN BLACKPINK, Haaland, Sederhana, Ganjar Pranowo, Nunez, jisoo, Banjir, Mancity  https://t.co/YsYV44bMqR https://t.co/KtwhUOOLJR",positif,0,1,0
"Ganjar Pranowo dan rombongan tiba dengan selamat di bandara Tana Toraja, hari Sabtu (25/11/2023).  #GanjarMahfudPilihanRakyat  🇮🇩 🤟 https://t.co/7yOuUbTArq",netral,0,1,0
@HusinShihab Insyaallah Bpk ganjar pranowo menjadi presiden RI 1 👍,positif,0,1,0
Ganjar Pranowo Adalah Sosok Yang Dekat Dengan Dunia Anak Muda.  #GanjarMahfudPilihanSemuaRakyat  🤟 🇮🇩 https://t.co/7i3lYBM6XX,netral,0,1,0
"Calon Presiden Indonesia nomor urut 3 Ganjar Pranowo melakukan tatap muka dalam acara Sarasehan kepada tokoh dan simpatisan Ganjar - Mahfud.  Kegiatan berlangsung di Gedung Bagas Raya, Jl. Soekarno Hatta, Way Dadi, Kecamatan Sukarame, Kota Bandar Lampung.   #SahabatGanjar https://t.co/zMCNf2ZNZJ",netral,0,1,0
"Setelah Mendengar Kuliah Kebangsaan Ganjar, Mahasiswa UKI Semangat Menatap Masa Depan . Pak Ganjar, Mantap Gus, Lisa, Hujan, Dingin, Mantap AMIN, Pecco, WHO IN BLACKPINK, Haaland, Sederhana, Ganjar Pranowo, Nunez, jisoo, Banjir, Mancity  https://t.co/zr64yF7Ng4 https://t.co/s0ykL98wXx",positif,0,1,0
@ganjarpranowo Dari provinsi kepulauan Riau batam S14P mendukung ganjar pranowo menjadi presiden RI 1 👍,positif,0,1,0
Ganjar Pranowo terapkan kebiasaannya menginap di rumah warga supaya bisa menyatukan dengan masyarakat untuk mendengarkan aspirasi langsung.  #PDIPerjuangan #GanjarUntukSemua #GanjarPresiden #MEnangkanGAnjar #GanjarMahfud #GanjarMahfud2024 https://t.co/CeCm6n8UMS,positif,0,1,0
"Pak Ganjar Pranowo silaturahmi ke kedatuan Luwu, Sulsel disambut prosesi adat, Sabtu (25/11/2023)  #TuankuRakyat #GanjarMediaCenter #GPMDForRI1 https://t.co/B0RaqQkjko",netral,0,1,0
"Ribuan warga Kabupaten Tana Toraja, Sulawesi Selatan (Sulsel), menyambut kedatangan Capres RI Ganjar Pranowo di bandara setempat dengan penuh antusiasme pada Sabtu (25/11/2023).  Ganjar Mahfud M3nang  #SahabatGanjar  #GanjarMahfud2024 https://t.co/SvlI0ithy7",netral,0,1,0
@03__nakula Ganjar Pranowo Menjadi RI 1 Tahun 2024 https://t.co/R2F4DEuQsC,positif,0,1,0
"@Dennysiregar7 Hm romantis ♥️, GasssFulllll Ganjar Pranowo dan Mahfud MD 🤟🇲🇨♥️",positif,0,1,0
Calon presiden nomor urut 3 Ganjar Pranowo mengaku prihatin dengan kondisi masyarakat di Papua.   Pernyataan itu disampaikan Ganjar berdasarkan pengalamannya mengunjungi sejumlah tempat di sekitar Papua.  #SahabatGanjar #GanjarPranowo  #GanjarMahfud2024 https://t.co/rRs315fi3I,netral,0,1,0
"@Dennysiregar7 No. 3, Serius menawarkan gagasannya untuk 🇲🇨, GasssFulllll Ganjar Pranowo dan Mahfud MD 🤟🇲🇨♥️",positif,0,1,0
"@ganjarpranowo Selamat datang di Sulawesi Selatan, negeri para pelaut ulung Bapak Ganjar Pranowo Calon Presiden ke 8.",netral,0,1,0
"REPOST: #TemanPemilih,  inilah Profil Pasangan Calon Presiden dan Wakil Presiden Pemilu Tahun 2024, Ganjar Pranowo, S.H., M.I.P. dan Prof. Dr. Moh. Mahfud MD yang diusulkan oleh PDIP, PPP, Partai Hanura dan Partai Perindo  Selengkapnya, scan barcode ini yaa.. https://t.co/vdY0hoBldb",netral,0,1,0
@jpnncom Gaspol pak Ganjar Pranowo,positif,0,1,0
,,,,
"@SINDOnews Kami percaya penuh, Ganjar Pranowo dan Mahfud MD adalah pasangan yang akan membawa kem3nangan",positif,0,1,0
,,,,
"@pikiran_rakyat Kami percaya penuh, Ganjar Pranowo dan Mahfud MD adalah pasangan yang akan membawa kem3nangan",positif,0,1,0
,,,,
"@Melihat_Indo Ganjar Pranowo memberikan suara kritis, menggambarkan pentingnya sikap kritis terhadap kinerja pemerintah.",netral,0,1,0
,,,,
"Pak Ganjar Pranowo mengatakan, isu soal dirinya tak akan melanjutkan hilirisasi nikel, adlh tdk benar.   https://t.co/wdtqzA1W1K",netral,0,1,0
,,,,
@Marbot_Udien Gaspol pak Ganjar Pranowo,positif,0,1,0
@ganjarpranowo Sambutan hangat yang diberikan warga Toraja untuk kedatangan Ganjar pranowo,positif,0,1,0
"Mengisi kuliah di UKI, Toraja, Ganjar Pranowo mendapat sambutan meriah dari para mahasiswa dan dosen serta pimpinan kampus.   Sapaan hingga ajakan berswafoto menjadi ajakan wajib dari para mahasiswa, Ganjar pun dengan senang hati mengiyakan ajakan itu @ganjarpranowo https://t.co/GvYTfdbkWS",positif,0,1,0
,,,,
@Leony_aja @ganjarpranowo Pak Ganjar pranowo terhebat semuanya mencintai bapak semangat pak pasti bisa m3nang,positif,0,1,0
,,,,
,,,,
,,,,
,,,,
,,,,
ayo dukung terus @Ganjar Pranowo 🇮🇩 menjadi presiden RI 2024 #ganjar_pranowo #ganjar #ganjarpresiden2024 #ganjarmahfud #tegaklurusganjar #jawatimur #fyppppppppppppppppppppppp #relawanganjar #ganjarpranowo #ganjarmahfud https://t.co/yhwBtqVARz,positif,0,1,0
Calon presiden nomor urut 3 Ganjar Pranowo mengaku prihatin dengan kondisi masyarakat di Papua.   Pernyataan itu disampaikan Ganjar berdasarkan pengalamannya mengunjungi sejumlah tempat di sekitar Papua.  #SahabatGanjar #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/qaI6LixKOC,netral,0,1,0
Calon presiden nomor urut 3 Ganjar Pranowo mengaku prihatin dengan kondisi masyarakat di Papua.   Pernyataan itu disampaikan Ganjar berdasarkan pengalamannya mengunjungi sejumlah tempat di sekitar Papua.  #SahabatGanjar #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/PsezeOYgnx,netral,0,1,0
Pengasuh ponpes Nurul Qarnan Jember-Jatim berikan dukungan Ganjar-Mahfud... Ganjar Pranowo memang layak meneruskan program Presiden Jokowi untuk menjadi Presiden Selanjutnya #ganjarmahfud2024 #ganjarpresiden https://t.co/Trx4IGu9wS,positif,0,1,0
Pengasuh ponpes Nurul Qarnan Jember-Jatim berikan dukungan Ganjar-Mahfud... Ganjar Pranowo memang layak meneruskan program Presiden Jokowi untuk menjadi Presiden Selanjutnya #ganjarmahfud2024 #ganjarpresiden https://t.co/xzayxP434S,positif,0,1,0
Pengasuh ponpes Nurul Qarnan Jember-Jatim berikan dukungan Ganjar-Mahfud... Ganjar Pranowo memang layak meneruskan program Presiden Jokowi untuk menjadi Presiden Selanjutnya #ganjarmahfud2024 #ganjarpresiden https://t.co/eylwGc94UQ,positif,0,1,0
Calon Presiden Indonesia nomor urut 3 Ganjar Pranowo melakukan tatap muka dalam acara Sarasehan kepada tokoh dan simpatisan Ganjar - Mahfud.  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/kAOcaMw09j,netral,0,1,0
"Calon presiden Ganjar Pranowo, mengatakan sumber daya manusia (SDM) merupakan prioritas utama yang harus diperhatikan untuk membangun Indonesia menjadi negara maju.   #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/yGcjo7AKbj",netral,0,1,0
"@ganjarpranowo Warga toraja siap memenangkan pak Ganjar pranowo, bismillah menang",positif,0,1,0
"Desa Masa Depan Indonesia  #AMINUntukKemakmuranDesa #AniesMuhaimin2024 Pembangunan Desa, Dana Desa @cakimiNOW @DPP_PKB https://t.co/oHrUExWnjJ",positif,1,0,0
,,,,
,,,,
"@akungabuttt24 @IDNTimes @aniesbaswedan Setuju, sangat optimis akan ke m3nang an pak Ganjar, all in Ganjar Pranowo",positif,0,1,0
@ganjarpranowo Wihh luar biasa itu rame bener yang nyambut capres Ganjar pranowo,positif,0,1,0
Jubir tkn Pranowo Gibran ini punya etika bicara ngk ya ngotot. Jika ngomong  bagai mana masyarakat menilainya jika bicara aja ngotot maunya menang sendiri .🤔🤔,negatif,0,1,0
,,,,
"@pikiran_rakyat All in Ganjar Pranowo, semoga pak Ganjar bisa m3nang",positif,0,1,0
,,,,
,,,,
,,,,
"Secara harfiah, Ganjar-Mahfud adalah Ganjaran kebaikan untuk bangsa Indonesia yang terus terjaga.   Hal ini disampaikan langsung oleh Sekum Muhammadiyah, Bapak Abdul Muth'i.   #Muhammadiyah #GanjarMahfud2024 #PresGan2024 #LanjutGan #IndonesiaUnggul #Fyp https://t.co/ZT9OFotNZ3",positif,0,1,0
"Karena belajar itu tidak mengenal siapa orangnya, dimana tempatnya  Pemimpin yang bijaksana akan selalu belajar seumur hidup  Karena semakin banyak yang diketahui, rasanya akan semakin banyak yang tidak diketahui  Ganjar Pranowo bertemu dengan pak Boediono  #GanjarMahfud2024 https://t.co/jY4gLOHBXe",netral,0,1,0
,,,,
,,,,
"Pasangan calon presiden dan calon wakil presiden nomor urut 3, Ganjar Pranowo-Mahfud MD, menilai kesinambungan pembangunan adalah hal penting dan harus menjadi fondasi yang kuat dalam membangun Indonesia unggul  Ganjar Pranowo-Mahfud MD memastikan program dan pembangunan yang… https://t.co/iFtNd1zBuC",positif,0,1,0
Ganjar pranowo menekankan bahwa korupsi harus dihilangkan di Indonesia.  #GanjarWujudkanMimpiRI https://t.co/zqt947f7q6,positif,0,1,0
Ganjar pranowo menekankan bahwa korupsi harus dihilangkan di Indonesia.  #GanjarWujudkanMimpiRI https://t.co/pBMpb4Cwhf,positif,0,1,0
Fakta unik ternyata Ganjar pranowo di dapuk jadi anak angkat Solihin GP loh.   #GanjarWujudkanMimpiRI https://t.co/IjwlBFXiDw,netral,0,1,0
Fakta unik ternyata Ganjar pranowo di dapuk jadi anak angkat Solihin GP loh.   #GanjarWujudkanMimpiRI https://t.co/3ZULqDZ9A0,netral,0,1,0
Dukungan terus berdatangan untuk Ganjar Pranowo dan Mahfud MD menjadi presiden di 2024 #GanjarCapres #GanjarPranowo https://t.co/xtkZLf0Md0,positif,0,1,0
Ganjar Pranowo dan Mahfud sudah paling tepat menjadi presiden di 2024 Dukung ganjar Pilpres 2024 #ganjarpranowo #ganjarpranowofor2024 #GanjarCapres https://t.co/sFgX6eniyQ,positif,0,1,0
,,,,
"@AnakLolina2 Optimis Pilih Ganjar pranowo,semoga menang",positif,0,1,0
"Percuma Ted, udah terlambat kamu kalau mau membantai"" Ganjar Pranowo.  Saat ini, kemanapun GP bergerak sambutan rakyat kian tak terbendung. Rakyat terlanjur bersatu untuk melawan neo Orba.  Hanya Ganjar pemimpin paling bernyali untuk mengembalikan demokrasi yang dirusak sebuah… https://t.co/NaAEni98Yx""",positif,0,1,0
Dukungan terus berdatangan untuk Ganjar Pranowo dan Mahfud MD menjadi presiden di 2024 #GanjarCapres #GanjarPranowo https://t.co/XIgi0XIsYL,positif,0,1,0
Ganjar Pranowo mendorong masyarakat turut angkat bicara bila temukan penyelewengan dalam demokrasi.  #GanjarWujudkanMimpiRI https://t.co/R7HX7FY0PH,positif,0,1,0
,,,,
Ganjar Pranowo mendorong masyarakat turut angkat bicara bila temukan penyelewengan dalam demokrasi.  #GanjarWujudkanMimpiRI https://t.co/7OXXOXRwDa,positif,0,1,0
Ganjar Pranowo mendorong masyarakat turut angkat bicara bila temukan penyelewengan dalam demokrasi.  #GanjarWujudkanMimpiRI https://t.co/thTfAzMmM7,positif,0,1,0
Ganjar Pranowo mendorong masyarakat turut angkat bicara bila temukan penyelewengan dalam demokrasi.  #GanjarWujudkanMimpiRI https://t.co/k3HnG46xMF,,,,
@sapi05490638 Dukungan kepada Ganjar Pranowo dan Mahfud Md terus mengalir,positif,0,1,0
,,,,
Luar biasa antusias mahasiswa UKI Toraja menyambut Ganjar Pranowo saat akan memberi kuliah.Mahasiswa saling berdesakan ingin bertatap muka langsung dg Capres No.3 Ganjar Pranowo. Wajah sukacita terpancar dari para mahasiswa karena bisa jabat tangan &amp  berswafoto dg Ganjar Pranowo. https://t.co/FvmvRbzwJd,netral,0,1,0
"Calon presiden Ganjar Pranowo, mengatakan SDM merupakan prioritas utama yg harus diperhatikan untuk membangun Indonesia menjadi negara maju.   Ganjar Pranowo  menggambarkan secara singkat bagaimana pembangunan SDM agar terjalin secara efektif.  #SahabatGanjar  #GanjarMahfud2024 https://t.co/STnd2EuwRm",netral,0,1,0
"@_rakyatmerdeka Suka banget sama pemimpin yang merakyat seperti bapak Ganjar Pranowo, dukung sampai m3nang",positif,0,1,0
"Kalian tahu nggak, ternyata Ganjar Pranowo salah satu capres yang membidangi kelahiran UU kewarganegaraan.  #GanjarWujudkanMimpiRI https://t.co/M3Ddv3RsYi",positif,0,1,0
"Kalian tahu nggak, ternyata Ganjar Pranowo salah satu capres yang membidangi kelahiran UU kewarganegaraan.  #GanjarWujudkanMimpiRI https://t.co/V4LC2Wbsf0",positif,0,1,0
"Kalian tahu nggak, ternyata Ganjar Pranowo salah satu capres yang membidangi kelahiran UU kewarganegaraan.  #GanjarWujudkanMimpiRI https://t.co/Zvy9MTb59L",positif,0,1,0
"Kalian tahu nggak, ternyata Ganjar Pranowo salah satu capres yang membidangi kelahiran UU kewarganegaraan.  #GanjarWujudkanMimpiRI https://t.co/FIg3etTgbz",positif,0,1,0
"Dan Di Pemilihan Capres Cawapres, Di Tahun 2024 Yang Akan Datang Ada 3 Pasangan. Ada Pak Prabowo Subianto Dan Mas Bos Gibran RR. Ada Pak Ganjar Pranowo Dan Pak Prof Mahfud MD. Ada Pak Anies Rasyid Baswedan Dan Pak Muhaimin Iskandar. Dan Di Sini Ada Cerita Lucu Ye Pokoknya Lucu😁",netral,1,1,1
,,,,
,,,,
,,,,
,,,,
Ganjar Pranowo menekankan perlunya peningkatan pendidikan Parenting bagi orang tua agar dapat mengawasi dan mendidik anak-anak secara efektif.  #GanjarWujudkanMimpiRI https://t.co/kCcD0RyUSU,positif,0,1,0
,,,,
Ganjar Pranowo menekankan perlunya peningkatan pendidikan Parenting bagi orang tua agar dapat mengawasi dan mendidik anak-anak secara efektif.  #GanjarWujudkanMimpiRI https://t.co/rMiLzOmfpS,positif,0,1,0
Ganjar Pranowo menekankan perlunya peningkatan pendidikan Parenting bagi orang tua agar dapat mengawasi dan mendidik anak-anak secara efektif.  #GanjarWujudkanMimpiRI https://t.co/BetTqeQA7c,positif,0,1,0
Ganjar Pranowo menekankan perlunya peningkatan pendidikan Parenting bagi orang tua agar dapat mengawasi dan mendidik anak-anak secara efektif.  #GanjarWujudkanMimpiRI https://t.co/JO6337Vqzn,positif,0,1,0
@__whiteenle @ekokuntadhi1 @iyutkaz888 @Bram_AbuBakar @Widya_Makmur11 @Christi80876461 @Miduk17 @Kotjo3 Pak Ganjar Pranowo sangat concern dalam Bidang Pendidikan Karena beliau paham bahwa kemajuan suatu bangsa ditentukan oleh SDM yang UNGGUL  GASPOL ✊✊🇮🇩🇮🇩 #GanjarMahfudM3nang  #GanjarMahfudPeduliPendidikan https://t.co/gYHcsZJbjR,positif,0,1,0
@ENJEULL Lawan hoax dg hasil kerja nyata Ganjar Pranowo  GANJAR M3nang 🤟🤟🇲🇨🇲🇨,positif,0,1,0
,,,,
Ganjar Pranowo menegaskan bahwa SDM unggul adalah kunci Indonesia emas 2045. #GanjarWujudkanMimpiRI https://t.co/OwU6cewMd0,netral,0,1,0
Ganjar Pranowo menegaskan bahwa SDM unggul adalah kunci Indonesia emas 2045. #GanjarWujudkanMimpiRI https://t.co/wnWzgnjww8,netral,0,1,0
Ganjar Pranowo menegaskan bahwa SDM unggul adalah kunci Indonesia emas 2045. #GanjarWujudkanMimpiRI https://t.co/tvxkR9PAvJ,netral,0,1,0
Ganjar Pranowo menegaskan bahwa SDM unggul adalah kunci Indonesia emas 2045. #GanjarWujudkanMimpiRI https://t.co/nzs4DIIsDG,netral,0,1,0
,,,,
,,,,
Ganjar Pranowo diangkat menjadi anggota Kehormatan Muhammadiyah.  Ganjar Pranowo Cawapres Pak Ganjar Pak Lurah Recap 2023 Selamat Hari Guru Recap 2023 Selamat Hari Guru AAAMAZING ARMY FOR BTS WHO IN BLACKPINK Toraja Manado GET WELL SOON JENO Recap 2023 https://t.co/0AlxsG690x,netral,0,1,0
#GanjarWujudkanMimpiRI    Ganjar Pranowo bicara soal transisi energi  #GanjarWujudkanMimpiRI https://t.co/s0rDoLWKoW,netral,0,1,0
@Miduk17 selamat ulang tahun ibu Atikoh sehat2 &amp  sllu diberi kebahagian bersama pak Ganjar Pranowo &amp  Alam.Aamiin3xYRA .😇🤲🏻🎂🇲🇨,positif,0,1,0
#GanjarWujudkanMimpiRI    Ganjar Pranowo bicara soal transisi energi  #GanjarWujudkanMimpiRI https://t.co/PA6cpPqfc2,positif,0,1,0
,,,,
#GanjarWujudkanMimpiRI    Ganjar Pranowo sepakat bangun SDM merata sampai pelosok desa di Papua  #GanjarWujudkanMimpiRI https://t.co/0vvAciov7s,netral,0,1,0
"Sedikit tambahan, menurut Ganjar pranowo sosok guru wajib diberikan kesejahteraan yang sangat layak.  Karena Guru mempunyai tanggung jawab yang sangat besar bagi masa depan anak-anak Indonesia.  #SahabatGanjar https://t.co/NSGVxeyvhY",netral,0,1,0
#GanjarWujudkanMimpiRI    Ganjar Pranowo sepakat bangun SDM merata sampai pelosok desa di Papua  #GanjarWujudkanMimpiRI https://t.co/vyIGlkM81M,netral,0,1,0
#GanjarWujudkanMimpiRI    Ganjar Pranowo mengajak anak Muda untuk memahami pendidikan politik  #GanjarWujudkanMimpiRI https://t.co/313bqNcFii,netral,0,1,0
#GanjarWujudkanMimpiRI    Ganjar Pranowo mengajak anak Muda untuk memahami pendidikan politik  #GanjarWujudkanMimpiRI https://t.co/xewRzVd6mO,netral,0,1,0
,,,,
#GanjarWujudkanMimpiRI    Ganjar Pranowo tekankan pentingnya integrasi teknologi dalam kembangkan Ekonomi Syariah di Indonesia 🇮🇩  #GanjarWujudkanMimpiRI https://t.co/58fqPvKXVx,netral,0,1,0
#GanjarWujudkanMimpiRI    Ganjar Pranowo tekankan pentingnya integrasi teknologi dalam kembangkan Ekonomi Syariah di Indonesia 🇮🇩  #GanjarWujudkanMimpiRI https://t.co/oo9YyZNwjC,netral,0,1,0
"@Yulia_NS79 @ganjarpranowo Cantik baik ramah dan berintegrasi, pasangan yg cocok bagi Bpk capres kita Ganjar pranowo. I sya Allah m3nang pilpres",positif,0,1,0
,,,,
Dukungan kepada Ganjar Pranowo dan Mahfud Md terus mengalir https://t.co/Wv65zOZWcs,positif,0,1,0
#GanjarWujudkanMimpiRI    Ganjar Pranowo diangkat jadi anggota kehormatan Muhammadiyah  #GanjarWujudkanMimpiRI https://t.co/njmU6i83OF,netral,0,1,0
Dukungan kepada Ganjar Pranowo dan Mahfud Md terus mengalir https://t.co/Rvgg6lEWO6,positif,0,1,0
Ganjar Pranowo sepakat bangun SDM merata sampai pelosok desa.  Ganjar Pranowo Cawapres Pak Ganjar Pak Lurah Recap 2023 Selamat Hari Guru Recap 2023 Selamat Hari Guru AAAMAZING ARMY FOR BTS WHO IN BLACKPINK Toraja Manado GET WELL SOON JENO Recap 2023 https://t.co/w5VagFZhBF,netral,0,1,0
#GanjarWujudkanMimpiRI    Ganjar Pranowo diangkat jadi anggota kehormatan Muhammadiyah  #GanjarWujudkanMimpiRI https://t.co/5pHMHtgS1y,netral,0,1,0
,,,,
Dukungan kepada Ganjar Pranowo dan Mahfud Md terus mengalir https://t.co/AhRjELvZ2e,positif,0,1,0
Ganjar Pranowo berbicara soal transisi energi.  Ganjar Pranowo Cawapres Pak Ganjar Pak Lurah Recap 2023 Selamat Hari Guru Recap 2023 Selamat Hari Guru AAAMAZING ARMY FOR BTS WHO IN BLACKPINK Toraja Manado GET WELL SOON JENO Recap 2023 https://t.co/noTmof4hfA,netral,0,1,0
,,,,
Ganjar Pranowo mengajak anak muda untuk memahami pendidikan politik.  Ganjar Pranowo Cawapres Pak Ganjar Pak Lurah Recap 2023 Selamat Hari Guru Recap 2023 Selamat Hari Guru AAAMAZING ARMY FOR BTS WHO IN BLACKPINK Toraja Manado GET WELL SOON JENO Recap 2023 https://t.co/6epNIysced,netral,0,1,0
,,,,
,,,,
Ganjar Pranowo menekankan pentingnya integrasi teknologi dalam mengembangkan ekonomi syariah di Indonesia.  Ganjar Pranowo Cawapres Pak Ganjar Pak Lurah Recap 2023 Selamat Hari Guru Recap 2023 Selamat Hari Guru AAAMAZING ARMY FOR BTS WHO IN BLACKPINK Toraja Manado Recap 2023 https://t.co/frmKavyj74,netral,0,1,0
,,,,
,,,,
@Matahari_tmr Kalo itu ya kau tanya sama Jokowilah kenapa masih banyak yg miskin. Kalo sumbangan masyarakat ya terserah yg punya duit mau disumbang ke mana.,negatif,0,0,0
"Calon Presiden 2024 Ganjar Pranowo Ngobrol asyik sambil bercanda membahas banyak hal, mulai bahasa gaul hingga kesehatan mental dengan ratusan anak muda Jakarta dalam acara Indonesia Milenial and Gen Z Summit 2023 di Senayan Park Jakarta, Jumat (24/11).  Ganjar Pranowo… https://t.co/bkZzb4iq4l",positif,0,1,0
Keindahan alam Papua bagaikan keindahan surga di alam semesta.  Kekayaan alam Papua sungguh tiada duanya.  Tanah Papua senantiasa memukau Ganjar Pranowo dalam setiap kunjungannya ke sana.  #SahabatGanjar #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/VTg1r4nXe9,netral,0,1,0
Ganjar Pranowo menekankan pentingnya memprioritaskan rakyat di sektor usaha ultra mikro dan UMKM.  Ganjar Pranowo Cawapres Pak Ganjar Pak Lurah Recap 2023 Selamat Hari Guru Recap 2023 Selamat Hari Guru AAAMAZING ARMY FOR BTS WHO IN BLACKPINK Toraja Manado GET WELL SOON JENO https://t.co/dZIAFNmYco,netral,0,1,0
Ganjar Pranowo menyebutkan pentingnya menciptakan lingkungan yang memberikan kepastian hukum bagi UMKM untuk berkembang.  Ganjar Pranowo Cawapres Pak Ganjar Pak Lurah Recap 2023 Selamat Hari Guru Recap 2023 Selamat Hari Guru AAAMAZING ARMY FOR BTS WHO IN BLACKPINK Toraja Manado https://t.co/A03mhNRXPb,netral,0,1,0
Dukungan terhadap pasangan calon presiden dan wakil presiden Ganjar Pranowo-Mahfud MD di Pemilihan Presiden 2024 terus berkembang di Jawa Barat #GanjarPranowo https://t.co/3CdA2vXILz,positif,0,1,0
"Ganjar Pranowo mengatakan, SDM unggul merata di seluruh Indonesia menjadi prioritas utamanya  Ganjar Pranowo Cawapres Pak Ganjar Pak Lurah Recap 2023 Selamat Hari Guru Recap 2023 Selamat Hari Guru AAAMAZING ARMY FOR BTS WHO IN BLACKPINK Toraja Manado GET WELL SOON JENO Recap 2023 https://t.co/BRBwIIoanX",netral,0,1,0
@Melihat_Indo Menarik bahwa penilaian rendah terhadap penegakan hukum dapat menciptakan gelombang efek domino. Terima kasih Pak Ganjar Pranowo yang berani memberikan penilaian yang mungkin sulit diterima oleh banyak pihak.,positif,0,1,0
Ganjar Pranowo menekankan perlunya percepatan akses pendidikan merata di seluruh wilayah Indonesia.  Ganjar Pranowo Cawapres Pak Ganjar Pak Lurah Recap 2023 Selamat Hari Guru Recap 2023 Selamat Hari Guru AAAMAZING ARMY FOR BTS WHO IN BLACKPINK Toraja Manado GET WELL SOON JENO https://t.co/ubLhZ8WxsC,netral,0,1,0
@ngopibareng_id Semangat terus pak Ganjar Pranowo dan pak Mahfud MD,positif,0,1,0
××× Calon presiden nomor urut 3 Ganjar Pranowo mengaku prihatin dengan kondisi masyarakat di Papua  Pernyataan itu disampaikan Ganjar berdasarkan pengalamannya mengunjungi sejumlah tempat di sekitar Papua  #SahabatGanjar #GanjarPresiden #GanjarUntukIndonesia #GanjarMahfud2024 https://t.co/vBUO8SUfrB,netral,0,1,0
PERJALANAN KARIR GANJAR PRANOWO.  Aku tetap pilih pak Ganjar Pranowo dan pak Mahfud MD dua-duanya pinter dan berpengalaman di bidangnya. Semoga Ganjar-Mahfud menang 1 putaran Pilpres menuju RI1 dan R12. Aamiin....🤲🤲🤲🤟🤟❤️🇮🇩 https://t.co/HrKvnkLQ2n,positif,0,1,0
Ganjar pranowo bawa Jateng unggul tangani stunting 💪 ini sosok pemimpin yg dibutuhkan Indonesia!! Terbaik 👍💯 #GanjarBawaKemajuan #GanjarMahfud2024  #GanjarMahfudPilihanRakyat https://t.co/ZDhAcPluaG,positif,0,1,0
Hallo MinJos 🤩  Selamat Ulang Tahun Ibu Siti Atikoh Ganjar 🥰  #bersamagama #gpjos  #ganjarpranowo  #ganjarpresiden2024  #ganjaruntuksemua  #ganjarforpresident2024  #sahabatganjar  #pastiganjar https://t.co/BDsG2JQJzC,positif,0,1,0
Ketua ikatan alumni sejumlah Universitas dukung ganjar pranowo dan mahfud md di pilpres 2024 💪 terbaik 👍💯 #GanjarBawaKemajuan #GanjarMahfud2024  #GanjarMahfudPilihanRakyat https://t.co/0qbeQbjjLF,positif,0,1,0
"Pak Ganjar Pranowo mendapat sambutan luar biasa saat silaturahmi di Kantor Badan Pekerja Sinode Gereja Toraja), Toraja Utara, Sabtu (25/11/2023).  #GanjarMahfud2024 https://t.co/T9pcsHKjiB",positif,0,1,0
Pengasuh pondok pesantren Nurul Qarnain Jember-Jatim berikan dukungan utk Ganjar pranowo dan mahfud md 💪  #GanjarBawaKemajuan #GanjarMahfud2024  #GanjarMahfudPilihanRakyat https://t.co/ABKYWiXDdV,positif,0,1,0
@SETYAKI22965702 Sampai kapanpun saya dukung ganjar pranowo. semoga m3nang!,positif,0,1,0
"#repost @kpu_ri #TemanPemilih, kamu perlu tahu inilah Profil Pasangan Calon Presiden dan Wakil Presiden Pemilu Tahun 2024, Ganjar Pranowo, S.H., M.I.P. dan Prof. Dr. Moh. Mahfud MD yang diusulkan oleh PDIP, PPP, Partai Hanura dan Partai Perindo  Selengkapnya, scan barcode ini yaa https://t.co/P84IsYfrQN",netral,0,1,0
"Ganjar pranowo dan mahfud md janji akan menciptakan 17 juta lapangan pekerjaan baru 🥰 luar biasaa, ganjar the next presiden RI #GanjarBawaKemajuan #GanjarMahfud2024  #GanjarMahfudPilihanRakyat https://t.co/JouYAXt6qu",positif,0,1,0
@ganjarpranowo Mohon atensi yg luar biasa Pak Ganjar Pranowo agar menjadi perhatian bagi kita semua mengenai status guru guru honorer di seluruh Indonesia masih sangat miris kita lihat kehidupan mrk.,positif,0,1,0
Visi misi Ganjar pranowo dan mahfud md bakal jadikan persoalan HAM sbg agenda utama pemerintahan 💪 terbaik sih ini #GanjarBawaKemajuan #GanjarMahfud2024  #GanjarMahfudPilihanRakyat https://t.co/dP5V1yhdH2,positif,0,1,0
"@Dennysiregar7 Bang, tim Ganjar Pranowo harus punya sistim hitung dan tabulasi data yang jelas. Harus diciptakan itu. Kalau nggak bahaya. Takutnya ada pembegalan suara. Tolong ini jadi atensi nggeh @ArsjadRasjid @ganjarpranowo",positif,0,1,0
@Melihat_Indo Penegakan hukum yang kuat menciptakan rasa aman dan keadilan dalam masyarakat. dan hal itu ada di dalam diri pak ganjar pranowo,positif,0,1,0
